playerID,Name,NumYears,debut,final,W,L,G,GS,CG,SHO,SV,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,IP,ERA,WPct,WHIP,H9,HR9,BB9,K9,SOW,P,ROY,MVP,CYA,GG_P,WAR,indYear,votedBy,inducted
aasedo01,Don Aase,13,1977,1990,66.0,60.0,448.0,91.0,22.0,5.0,82.0,1085.0,468.0,89.0,457.0,641.0,45.0,22.0,7.0,3.0,4730.0,235.0,503.0,50.0,34.0,106.0,1109.3333333333333,3.7968750000000004,0.5238095238095238,1.3900240384615385,8.802584134615385,0.7220552884615385,3.7076322115384617,5.200420673076923,1.4026258205689277,448,0.0,0.0,0.0,0.0,15.090000000000002,0.0,0,0.0
abbotgl01,Glenn Abbott,11,1973,1984,62.0,83.0,248.0,206.0,37.0,5.0,0.0,1405.0,627.0,162.0,352.0,484.0,28.0,18.0,32.0,5.0,5508.0,13.0,707.0,60.0,39.0,111.0,1286.0,4.388024883359253,0.42758620689655175,1.3662519440124417,9.832814930015552,1.1337480559875583,2.463452566096423,3.3872472783825818,1.375,248,0.0,0.0,0.0,0.0,5.26,0.0,0,0.0
abbotji01,Jim Abbott,10,1989,1999,87.0,108.0,263.0,254.0,31.0,6.0,0.0,1779.0,791.0,154.0,620.0,888.0,30.0,53.0,32.0,11.0,7211.0,5.0,880.0,70.0,47.0,200.0,1674.0,4.252688172043011,0.4461538461538462,1.433094384707288,9.56451612903226,0.8279569892473118,3.333333333333333,4.774193548387097,1.4322580645161291,263,0.0,0.0,0.0,0.0,19.7,0.0,0,0.0
abbotpa01,Paul Abbott,11,1990,2004,43.0,37.0,162.0,112.0,1.0,0.0,0.0,682.0,394.0,101.0,393.0,496.0,17.0,37.0,21.0,0.0,3187.0,17.0,421.0,19.0,22.0,51.0,720.6666666666666,4.9204440333024975,0.5375,1.4916743755781685,8.517113783533766,1.2613320999074933,4.90795559666975,6.194264569842739,1.262086513994911,162,0.0,0.0,0.0,0.0,4.4799999999999995,0.0,0,0.0
abernte02,Ted Abernathy,14,1955,1972,63.0,69.0,681.0,34.0,7.0,2.0,148.0,1010.0,441.0,70.0,592.0,765.0,80.0,35.0,45.0,3.0,4963.0,416.0,513.0,82.0,42.0,120.0,1147.6666666666667,3.4583212314841703,0.4772727272727273,1.395875689805402,7.9204182399070575,0.5489398780133604,4.642462968341563,5.9991286668602966,1.2922297297297298,681,0.0,0.0,0.0,0.0,16.58,0.0,0,0.0
ackerji01,Jim Acker,10,1983,1992,33.0,49.0,467.0,32.0,0.0,0.0,30.0,918.0,399.0,82.0,329.0,482.0,40.0,31.0,32.0,2.0,3868.0,159.0,447.0,43.0,31.0,100.0,904.3333333333334,3.970880943604865,0.4024390243902439,1.3789163287873203,9.136011795060817,0.8160707703649096,3.274235164025064,4.796903796535201,1.465045592705167,467,0.0,0.0,0.0,0.0,5.470000000000001,0.0,0,0.0
adamsba01,Babe Adams,19,1906,1926,194.0,140.0,482.0,355.0,206.0,44.0,15.0,2841.0,917.0,68.0,430.0,1036.0,82.0,26.0,47.0,2.0,11947.0,89.0,1129.0,145.0,106.0,311.0,2995.3333333333335,2.7552860004451367,0.5808383233532934,1.0920320498553304,8.536278655686623,0.20431782773202758,1.292009793011351,3.112842198976185,2.4093023255813955,482,0.0,0.0,0.0,0.0,50.01,0.0,0,0.0
adamsmi03,Mike Adams,10,2004,2014,21.0,20.0,408.0,0.0,0.0,0.0,4.0,316.0,109.0,33.0,126.0,409.0,12.0,7.0,6.0,0.0,1653.0,60.0,122.0,13.0,6.0,19.0,407.3333333333333,2.4083469721767594,0.5121951219512195,1.0851063829787235,6.981996726677578,0.7291325695581016,2.783960720130933,9.036824877250409,3.246031746031746,408,0.0,0.0,0.0,0.0,10.100000000000001,0.0,0,0.0
adamste01,Terry Adams,11,1995,2005,51.0,62.0,574.0,41.0,0.0,0.0,42.0,890.0,403.0,63.0,380.0,691.0,33.0,54.0,17.0,6.0,3801.0,201.0,448.0,38.0,20.0,98.0,869.3333333333334,4.172162576687116,0.45132743362831856,1.4608895705521472,9.213957055214724,0.6522239263803681,3.934049079754601,7.1537576687116555,1.818421052631579,574,0.0,0.0,0.0,0.0,4.45,0.0,0,0.0
agostju01,Juan Agosto,13,1981,1993,40.0,33.0,543.0,2.0,0.0,0.0,29.0,639.0,279.0,30.0,248.0,307.0,47.0,21.0,30.0,7.0,2713.0,198.0,313.0,55.0,28.0,79.0,626.3333333333334,4.0090473656200105,0.547945205479452,1.4161788185204895,9.182011708355509,0.43108036189462473,3.563597658328898,4.41138903672166,1.2379032258064515,543,0.0,0.0,0.0,0.0,1.3000000000000003,0.0,0,0.0
aguilri01,Rick Aguilera,16,1985,2000,86.0,81.0,732.0,89.0,10.0,0.0,318.0,1233.0,512.0,138.0,351.0,1030.0,42.0,53.0,36.0,10.0,5391.0,557.0,568.0,52.0,33.0,94.0,1291.3333333333333,3.5684047496128035,0.5149700598802395,1.2266391326794013,8.593443469282395,0.9617965926690759,2.446308724832215,7.178626742385132,2.9344729344729346,732,0.0,0.0,0.0,0.0,20.64,0.0,0,0.0
aguirha01,Hank Aguirre,16,1955,1970,75.0,72.0,447.0,149.0,44.0,9.0,33.0,1216.0,496.0,123.0,479.0,856.0,35.0,35.0,47.0,9.0,5790.0,124.0,562.0,62.0,37.0,83.0,1375.6666666666667,3.2449721347225586,0.5102040816326531,1.2321298764235522,7.955415556094015,0.8047007511509571,3.133753331717955,5.6001938454082865,1.7870563674321502,447,0.0,0.0,0.0,0.0,20.959999999999997,0.0,0,0.0
akerja01,Jack Aker,11,1964,1974,47.0,45.0,495.0,0.0,0.0,0.0,123.0,679.0,272.0,64.0,274.0,404.0,68.0,13.0,40.0,0.0,3144.0,321.0,312.0,57.0,21.0,90.0,746.0,3.281501340482574,0.5108695652173914,1.2774798927613942,8.191689008042896,0.772117962466488,3.3056300268096517,4.873994638069705,1.4744525547445255,495,0.0,0.0,0.0,0.0,8.73,0.0,0,0.0
alexado01,Doyle Alexander,19,1971,1989,194.0,174.0,561.0,464.0,98.0,18.0,3.0,3376.0,1406.0,324.0,978.0,1528.0,60.0,74.0,53.0,10.0,14162.0,56.0,1541.0,116.0,97.0,257.0,3367.6666666666665,3.7574977729387316,0.5271739130434783,1.292883301989508,9.0222706126893,0.8658814213599921,2.6136791052162724,4.083539542710086,1.5623721881390593,561,0.0,0.0,0.0,0.0,34.78999999999999,0.0,0,0.0
alexape01,Pete Alexander,20,1911,1930,373.0,208.0,696.0,599.0,437.0,90.0,32.0,4868.0,1476.0,164.0,951.0,2198.0,125.0,39.0,70.0,1.0,20928.0,80.0,1851.0,241.0,125.0,475.0,5190.0,2.5595375722543356,0.6419965576592083,1.121194605009634,8.441618497109827,0.28439306358381505,1.6491329479768786,3.8115606936416184,2.3112513144058884,696,0.0,0.0,0.0,0.0,116.00000000000001,1938.0,BBWAA,1.0
alfonan01,Antonio Alfonseca,11,1997,2007,35.0,37.0,592.0,0.0,0.0,0.0,129.0,677.0,280.0,55.0,250.0,400.0,45.0,13.0,22.0,2.0,2710.0,301.0,296.0,36.0,18.0,79.0,613.0,4.1109298531810765,0.4861111111111111,1.5122349102773247,9.939641109298531,0.8075040783034257,3.67047308319739,5.872756933115824,1.6,592,0.0,0.0,0.0,0.0,3.68,0.0,0,0.0
allenjo02,Johnny Allen,13,1932,1944,142.0,75.0,352.0,241.0,109.0,17.0,18.0,1849.0,813.0,104.0,738.0,1070.0,48.0,68.0,38.0,5.0,8292.0,68.0,924.0,83.0,60.0,170.0,1950.3333333333333,3.7516663818150744,0.6543778801843319,1.3264399247991796,8.53238762604683,0.47991796274141174,3.4055716971457874,4.937617501281833,1.4498644986449865,352,0.0,0.0,0.0,0.0,27.849999999999998,0.0,0,0.0
allenne01,Neil Allen,11,1979,1989,58.0,70.0,434.0,59.0,7.0,6.0,75.0,985.0,426.0,73.0,417.0,611.0,68.0,39.0,9.0,3.0,4248.0,222.0,464.0,54.0,37.0,86.0,988.3333333333334,3.879258010118044,0.453125,1.418549747048904,8.96964586846543,0.6647554806070826,3.7973018549747044,5.563912310286677,1.4652278177458034,434,0.0,0.0,0.0,0.0,6.95,0.0,0,0.0
altroni01,Nick Altrock,19,1898,1933,83.0,75.0,218.0,161.0,128.0,16.0,7.0,1455.0,445.0,16.0,272.0,425.0,47.0,31.0,22.0,1.0,6024.0,46.0,600.0,70.0,54.0,209.0,1514.0,2.6453104359313078,0.5253164556962026,1.1406869220607663,8.649273447820343,0.095112285336856,1.6169088507265523,2.526420079260238,1.5625,218,0.0,0.0,0.0,0.0,8.5,0.0,0,0.0
alvarwi01,Wilson Alvarez,14,1989,2005,102.0,92.0,355.0,263.0,12.0,5.0,4.0,1624.0,769.0,190.0,805.0,1330.0,29.0,28.0,50.0,4.0,7518.0,18.0,857.0,67.0,43.0,161.0,1747.6666666666667,3.9601373259584207,0.5257731958762887,1.389853137516689,8.363150867823764,0.9784474537478542,4.145527369826435,6.84913217623498,1.6521739130434783,355,0.0,0.0,0.0,0.0,24.98,0.0,0,0.0
amesre01,Red Ames,17,1903,1919,183.0,167.0,533.0,368.0,209.0,26.0,36.0,2896.0,934.0,42.0,1034.0,1702.0,81.0,156.0,64.0,1.0,13080.0,116.0,1313.0,136.0,93.0,405.0,3198.0,2.6285178236397746,0.5228571428571429,1.2288930581613509,8.150093808630393,0.11819887429643527,2.9099437148217637,4.789868667917448,1.6460348162475822,533,0.0,0.0,0.0,0.0,29.050000000000004,0.0,0,0.0
anderbr02,Brian Anderson,13,1993,2005,82.0,83.0,291.0,245.0,12.0,4.0,1.0,1743.0,814.0,264.0,337.0,723.0,28.0,22.0,23.0,28.0,6532.0,11.0,906.0,49.0,60.0,154.0,1547.0,4.735617323852618,0.49696969696969695,1.3445378151260505,10.14027149321267,1.5358758888170654,1.9605688429217842,4.206205559146736,2.14540059347181,291,0.0,0.0,0.0,0.0,10.87,0.0,0,0.0
anderla02,Larry Andersen,17,1975,1994,40.0,39.0,699.0,1.0,0.0,0.0,49.0,932.0,348.0,58.0,311.0,758.0,64.0,21.0,17.0,7.0,4171.0,267.0,402.0,53.0,40.0,71.0,995.3333333333334,3.146684527796383,0.5063291139240507,1.2488278633623575,8.427327528466174,0.5244474212993971,2.8121232417950432,6.853985264567983,2.437299035369775,699,0.0,0.0,0.0,0.0,13.850000000000003,0.0,0,0.0
andujjo01,Joaquin Andujar,13,1976,1988,127.0,118.0,405.0,305.0,68.0,19.0,9.0,2016.0,857.0,155.0,731.0,1032.0,65.0,33.0,51.0,33.0,9008.0,37.0,955.0,97.0,55.0,168.0,2153.0,3.5824431026474683,0.5183673469387755,1.275894101254064,8.427310729215048,0.6479331165815141,3.055736182071528,4.313980492336275,1.411764705882353,405,0.0,0.0,0.0,1.0,16.72,0.0,0,0.0
antonjo02,Johnny Antonelli,12,1948,1961,126.0,110.0,377.0,268.0,102.0,25.0,21.0,1870.0,739.0,185.0,687.0,1162.0,66.0,27.0,38.0,1.0,8424.0,61.0,860.0,82.0,61.0,149.0,1992.3333333333333,3.338296804416932,0.5338983050847458,1.2834197758072612,8.447381629580057,0.8357035301990965,3.1033963526852935,5.249121632926218,1.6914119359534208,377,0.0,0.0,0.0,0.0,31.17,0.0,0,0.0
appieke01,Kevin Appier,16,1989,2004,169.0,137.0,414.0,402.0,34.0,12.0,0.0,2425.0,1078.0,232.0,933.0,1994.0,51.0,106.0,79.0,7.0,10958.0,2.0,1168.0,67.0,72.0,207.0,2595.3333333333335,3.7382481376830206,0.5522875816993464,1.2938607757513485,8.40932442846134,0.8045209350115592,3.235422553300796,6.9147187259183145,2.137191854233655,414,0.0,0.0,0.0,0.0,54.89,0.0,0,0.0
applepe01,Pete Appleton,14,1927,1945,57.0,66.0,341.0,71.0,34.0,6.0,26.0,1187.0,545.0,76.0,486.0,420.0,67.0,32.0,26.0,1.0,5044.0,186.0,667.0,72.0,62.0,105.0,1141.0,4.298860648553901,0.4634146341463415,1.4662576687116564,9.362839614373357,0.5994741454864154,3.8334794040315514,3.312883435582822,0.8641975308641975,341,0.0,0.0,0.0,0.0,8.04,0.0,0,0.0
armasto02,Tony Armas,10,1999,2008,53.0,65.0,185.0,167.0,0.0,0.0,0.0,891.0,478.0,122.0,431.0,680.0,41.0,43.0,51.0,6.0,4055.0,7.0,519.0,51.0,31.0,73.0,925.6666666666666,4.647461289160965,0.4491525423728814,1.428159884767735,8.662945624774936,1.1861721281958948,4.190493338134678,6.611451206337775,1.5777262180974478,185,0.0,0.0,0.0,0.0,8.31,0.0,0,0.0
arrigge01,Gerry Arrigo,10,1961,1970,35.0,40.0,194.0,80.0,9.0,3.0,4.0,605.0,285.0,56.0,291.0,433.0,26.0,42.0,22.0,1.0,2718.0,45.0,315.0,29.0,19.0,62.0,620.0,4.137096774193548,0.4666666666666667,1.4451612903225806,8.78225806451613,0.8129032258064516,4.224193548387097,6.285483870967742,1.4879725085910653,194,0.0,0.0,0.0,0.0,2.02,0.0,0,0.0
ashbyan01,Andy Ashby,14,1991,2004,98.0,110.0,309.0,285.0,21.0,7.0,1.0,1857.0,829.0,205.0,540.0,1173.0,49.0,58.0,61.0,4.0,7692.0,10.0,922.0,99.0,51.0,170.0,1810.6666666666667,4.120581737849779,0.47115384615384615,1.323821796759941,9.230301914580265,1.018961708394698,2.6840942562592045,5.830449189985272,2.172222222222222,309,0.0,0.0,0.0,0.0,21.529999999999998,0.0,0,0.0
assenpa01,Paul Assenmacher,14,1986,1999,61.0,44.0,884.0,1.0,0.0,0.0,56.0,817.0,336.0,73.0,315.0,807.0,78.0,31.0,22.0,5.0,3664.0,275.0,371.0,59.0,28.0,61.0,855.6666666666666,3.534086482275029,0.580952380952381,1.3229450720685625,8.593299571484224,0.7678223607323725,3.31320607713284,8.488118426178419,2.5619047619047617,884,0.0,0.0,0.0,0.0,13.059999999999999,0.0,0,0.0
astacpe01,Pedro Astacio,15,1992,2006,129.0,124.0,392.0,343.0,31.0,12.0,0.0,2292.0,1140.0,291.0,726.0,1664.0,54.0,59.0,111.0,18.0,9472.0,11.0,1213.0,96.0,69.0,201.0,2196.6666666666665,4.670713201820941,0.5098814229249012,1.3738998482549318,9.390591805766313,1.1922610015174506,2.974506828528073,6.817602427921093,2.2920110192837466,392,0.0,0.0,0.0,0.0,28.28,0.0,0,0.0
augusje01,Jerry Augustine,10,1975,1984,55.0,59.0,279.0,104.0,27.0,6.0,11.0,1028.0,444.0,87.0,340.0,348.0,28.0,21.0,20.0,4.0,4101.0,75.0,491.0,45.0,44.0,106.0,944.0,4.233050847457627,0.4824561403508772,1.4491525423728813,9.800847457627118,0.829449152542373,3.2415254237288136,3.317796610169492,1.0235294117647058,279,0.0,0.0,0.0,0.0,4.2,0.0,0,0.0
aukerel01,Elden Auker,10,1933,1942,130.0,101.0,333.0,261.0,126.0,14.0,2.0,2230.0,964.0,129.0,706.0,594.0,70.0,10.0,38.0,3.0,8688.0,40.0,1106.0,101.0,78.0,165.0,1963.3333333333333,4.419015280135824,0.5627705627705628,1.4954159592529712,10.222410865874362,0.5913412563667233,3.236332767402377,2.7229202037351445,0.8413597733711048,333,0.0,0.0,0.0,0.0,15.830000000000002,0.0,0,0.0
averyst01,Steve Avery,11,1990,2003,96.0,83.0,297.0,261.0,14.0,6.0,0.0,1529.0,723.0,148.0,569.0,980.0,27.0,47.0,26.0,9.0,6609.0,11.0,800.0,71.0,47.0,129.0,1554.6666666666667,4.185463121783876,0.5363128491620112,1.3494854202401372,8.851415094339622,0.8567753001715266,3.2939536878216122,5.673241852487135,1.7223198594024605,297,0.0,0.0,0.0,0.0,12.46,0.0,0,0.0
baezda01,Danys Baez,10,2001,2011,40.0,57.0,533.0,26.0,1.0,0.0,114.0,652.0,329.0,71.0,288.0,505.0,28.0,24.0,50.0,3.0,3013.0,279.0,366.0,28.0,24.0,65.0,697.0,4.248206599713056,0.41237113402061853,1.3486370157819225,8.418938307030128,0.9167862266857962,3.7187948350071736,6.520803443328551,1.7534722222222223,533,0.0,0.0,0.0,0.0,5.779999999999999,0.0,0,0.0
bagbyji02,Jim Bagby,10,1938,1947,97.0,96.0,303.0,198.0,84.0,13.0,9.0,1815.0,733.0,98.0,608.0,431.0,64.0,26.0,28.0,1.0,7266.0,65.0,849.0,102.0,58.0,159.0,1666.3333333333333,3.958991798359672,0.5025906735751295,1.4540908181636327,9.802960592118424,0.5293058611722344,3.2838567713542712,2.3278655731146234,0.7088815789473685,303,0.0,0.0,0.0,0.0,8.849999999999998,0.0,0,0.0
bahnsst01,Stan Bahnsen,16,1966,1982,146.0,149.0,574.0,327.0,73.0,16.0,20.0,2440.0,1013.0,223.0,924.0,1359.0,59.0,89.0,34.0,3.0,10701.0,90.0,1127.0,103.0,70.0,209.0,2529.0,3.604982206405694,0.49491525423728816,1.3301700276789246,8.683274021352313,0.7935943060498221,3.288256227758007,4.836298932384342,1.4707792207792207,574,1.0,0.0,0.0,0.0,23.92,0.0,0,0.0
bailebi01,Bill Bailey,11,1907,1922,38.0,76.0,203.0,117.0,70.0,8.0,0.0,1035.0,430.0,20.0,527.0,570.0,35.0,43.0,44.0,2.0,3622.0,56.0,593.0,46.0,29.0,628.0,1084.3333333333333,3.5690132185674766,0.3333333333333333,1.4405164463572089,8.590531816784507,0.1660006148170919,4.374116200430373,4.73101752228712,1.081593927893738,203,0.0,0.0,0.0,0.0,-2.4,0.0,0,0.0
bairdo01,Doug Bair,15,1976,1990,55.0,43.0,584.0,5.0,0.0,0.0,81.0,839.0,367.0,86.0,405.0,689.0,77.0,43.0,7.0,2.0,3902.0,299.0,398.0,49.0,34.0,64.0,909.3333333333334,3.63233137829912,0.5612244897959183,1.3680351906158357,8.303885630498533,0.8511730205278593,4.008431085043989,6.819281524926686,1.7012345679012346,584,0.0,0.0,0.0,0.0,7.000000000000001,0.0,0,0.0
baldwja01,James Baldwin,11,1995,2005,79.0,74.0,266.0,202.0,7.0,2.0,2.0,1443.0,737.0,203.0,486.0,844.0,19.0,57.0,52.0,8.0,5804.0,24.0,794.0,31.0,41.0,111.0,1322.6666666666667,5.014868951612902,0.5163398692810458,1.4584173387096773,9.818800403225804,1.3813004032258065,3.30695564516129,5.742943548387096,1.7366255144032923,266,0.0,0.0,0.0,0.0,9.490000000000002,0.0,0,0.0
bankhsc01,Scott Bankhead,10,1986,1995,57.0,48.0,267.0,110.0,7.0,3.0,1.0,876.0,418.0,111.0,289.0,614.0,26.0,24.0,15.0,3.0,3814.0,30.0,451.0,21.0,34.0,54.0,901.0,4.175360710321865,0.5428571428571428,1.293007769145394,8.750277469478357,1.1087680355160934,2.8867924528301887,6.1331853496115425,2.124567474048443,267,0.0,0.0,0.0,0.0,11.3,0.0,0,0.0
bannifl01,Floyd Bannister,15,1977,1992,134.0,143.0,431.0,363.0,62.0,16.0,0.0,2320.0,1078.0,291.0,846.0,1723.0,39.0,84.0,40.0,9.0,10187.0,13.0,1189.0,79.0,61.0,171.0,2388.0,4.062814070351759,0.48375451263537905,1.3257956448911223,8.743718592964825,1.0967336683417086,3.188442211055276,6.493718592964824,2.0366430260047284,431,0.0,0.0,0.0,0.0,26.419999999999998,0.0,0,0.0
barbest01,Steve Barber,15,1960,1974,121.0,106.0,466.0,272.0,59.0,21.0,13.0,1818.0,747.0,125.0,950.0,1309.0,59.0,91.0,42.0,6.0,8591.0,90.0,870.0,93.0,55.0,186.0,1999.0,3.363181590795398,0.5330396475770925,1.3846923461730865,8.185092546273136,0.5627813906953477,4.277138569284642,5.893446723361681,1.3778947368421053,466,0.0,0.0,0.0,0.0,18.139999999999997,0.0,0,0.0
barkele01,Len Barker,11,1976,1987,74.0,76.0,248.0,194.0,35.0,7.0,5.0,1289.0,639.0,96.0,513.0,975.0,20.0,65.0,21.0,2.0,5674.0,26.0,695.0,65.0,41.0,109.0,1323.6666666666667,4.344749433392092,0.49333333333333335,1.3613699320070511,8.764291110551499,0.6527323092420044,3.4880382775119614,6.629312515739108,1.9005847953216375,248,0.0,0.0,0.0,0.0,13.25,0.0,0,0.0
barneje01,Jesse Barnes,13,1915,1927,152.0,150.0,422.0,314.0,180.0,26.0,13.0,2686.0,918.0,88.0,515.0,653.0,73.0,22.0,25.0,0.0,10676.0,76.0,1150.0,133.0,82.0,259.0,2569.6666666666665,3.2152030094694513,0.5033112582781457,1.245686859514853,9.407445842521728,0.30821118173563367,1.8037358931119472,2.2870670644701,1.2679611650485436,422,0.0,0.0,0.0,0.0,21.45,0.0,0,0.0
barrere01,Red Barrett,11,1937,1949,69.0,69.0,253.0,149.0,67.0,11.0,7.0,1292.0,496.0,78.0,312.0,333.0,55.0,12.0,12.0,1.0,5317.0,62.0,579.0,72.0,45.0,102.0,1263.3333333333333,3.533509234828496,0.5,1.2696569920844327,9.204221635883906,0.5556728232189974,2.2226912928759894,2.3722955145118734,1.0673076923076923,253,0.0,0.0,0.0,0.0,12.700000000000001,0.0,0,0.0
barrji01,Jim Barr,12,1971,1983,101.0,112.0,454.0,252.0,64.0,20.0,12.0,2170.0,816.0,161.0,469.0,741.0,74.0,22.0,30.0,14.0,8612.0,75.0,908.0,97.0,78.0,183.0,2065.3333333333335,3.5558424790187213,0.47417840375586856,1.27775984506133,9.456100710135571,0.7015816655907036,2.0437378954163976,3.2290187217559714,1.579957356076759,454,0.0,0.0,0.0,0.0,30.8,0.0,0,0.0
batismi01,Miguel Batista,18,1992,2012,102.0,115.0,658.0,248.0,11.0,5.0,41.0,2021.0,974.0,194.0,899.0,1250.0,58.0,102.0,79.0,6.0,8643.0,164.0,1089.0,88.0,74.0,205.0,1956.3333333333333,4.480831487476572,0.4700460829493088,1.4925881751576078,9.297495314363605,0.8924859430908162,4.135798262054865,5.750553757028454,1.3904338153503892,658,0.0,0.0,0.0,0.0,14.479999999999999,0.0,0,0.0
baumafr01,Frank Baumann,11,1955,1965,45.0,38.0,244.0,78.0,19.0,4.0,13.0,856.0,364.0,70.0,300.0,384.0,32.0,14.0,12.0,0.0,3470.0,59.0,406.0,49.0,39.0,90.0,797.3333333333334,4.108695652173913,0.5421686746987951,1.4498327759197325,9.66220735785953,0.790133779264214,3.38628762541806,4.334448160535117,1.28,244,0.0,0.0,0.0,0.0,3.4299999999999993,0.0,0,0.0
beckbo01,Boom-Boom Beck,12,1924,1945,38.0,69.0,265.0,100.0,44.0,3.0,6.0,1121.0,494.0,63.0,342.0,352.0,62.0,10.0,42.0,1.0,4545.0,94.0,561.0,65.0,33.0,71.0,1034.0,4.299806576402321,0.35514018691588783,1.4148936170212767,9.757253384912959,0.5483558994197292,2.97678916827853,3.0638297872340425,1.0292397660818713,265,0.0,0.0,0.0,0.0,4.49,0.0,0,0.0
beckejo02,Josh Beckett,14,2001,2014,138.0,106.0,335.0,332.0,12.0,6.0,0.0,1897.0,884.0,238.0,629.0,1901.0,28.0,59.0,76.0,3.0,8579.0,1.0,957.0,66.0,41.0,139.0,2051.0,3.8790833739639203,0.5655737704918032,1.2315943442223305,8.324232081911262,1.0443686006825939,2.7601170160897124,8.341784495368113,3.022257551669316,335,0.0,0.0,0.0,0.0,35.29,0.0,0,0.0
beckro01,Rod Beck,13,1991,2004,38.0,45.0,704.0,0.0,0.0,0.0,286.0,703.0,282.0,97.0,191.0,644.0,33.0,23.0,20.0,3.0,3170.0,519.0,308.0,34.0,26.0,40.0,768.0,3.3046875,0.4578313253012048,1.1640625,8.23828125,1.13671875,2.23828125,7.546875,3.3717277486910993,704,0.0,0.0,0.0,0.0,11.320000000000002,0.0,0,0.0
bedarer01,Erik Bedard,11,2002,2014,71.0,82.0,241.0,230.0,1.0,1.0,1.0,1242.0,578.0,131.0,533.0,1246.0,4.0,35.0,42.0,4.0,5618.0,4.0,643.0,23.0,34.0,102.0,1303.6666666666667,3.9902838148811046,0.46405228758169936,1.3615443620557401,8.574277678343133,0.9043722833035028,3.6796215801585275,8.601892099207364,2.3377110694183867,241,0.0,0.0,0.0,0.0,17.369999999999997,0.0,0,0.0
bedrost01,Steve Bedrosian,14,1981,1995,76.0,79.0,732.0,46.0,0.0,0.0,184.0,1026.0,447.0,114.0,518.0,921.0,75.0,33.0,27.0,4.0,5044.0,439.0,496.0,44.0,39.0,86.0,1191.0,3.3778337531486144,0.49032258064516127,1.2963895885810244,7.753148614609572,0.8614609571788413,3.9143576826196473,6.959697732997482,1.777992277992278,732,0.0,0.0,1.0,0.0,15.44,0.0,0,0.0
belchti01,Tim Belcher,14,1987,2000,146.0,140.0,394.0,373.0,42.0,18.0,5.0,2423.0,1130.0,264.0,860.0,1519.0,43.0,73.0,58.0,10.0,10422.0,13.0,1253.0,82.0,73.0,180.0,2442.6666666666665,4.163482532751092,0.5104895104895105,1.3440229257641922,8.927538209606986,0.972707423580786,3.1686681222707427,5.596752183406114,1.7662790697674418,394,0.0,0.0,0.0,0.0,26.73,0.0,0,0.0
belinst01,Stan Belinda,12,1989,2000,41.0,37.0,585.0,0.0,0.0,0.0,79.0,590.0,316.0,85.0,285.0,622.0,43.0,25.0,34.0,0.0,2918.0,263.0,336.0,33.0,31.0,36.0,685.3333333333334,4.149805447470817,0.5256410256410257,1.2767509727626458,7.74805447470817,1.1162451361867702,3.7427042801556416,8.168287937743191,2.1824561403508773,585,0.0,0.0,0.0,0.0,5.279999999999999,0.0,0,0.0
bellga01,Gary Bell,12,1958,1969,121.0,117.0,519.0,233.0,71.0,9.0,51.0,1794.0,825.0,206.0,842.0,1378.0,64.0,70.0,54.0,2.0,8561.0,163.0,932.0,93.0,53.0,139.0,2015.0,3.684863523573201,0.5084033613445378,1.3081885856079405,8.012903225806452,0.9200992555831266,3.7607940446650123,6.154838709677419,1.6365795724465557,519,0.0,0.0,0.0,0.0,14.359999999999998,0.0,0,0.0
bellhe01,Heath Bell,11,2004,2014,38.0,32.0,590.0,0.0,0.0,0.0,168.0,584.0,244.0,48.0,214.0,637.0,21.0,27.0,16.0,1.0,2635.0,292.0,258.0,27.0,11.0,57.0,628.6666666666666,3.4931071049840936,0.5428571428571428,1.269353128313892,8.360551431601273,0.687168610816543,3.063626723223754,9.11930010604454,2.9766355140186915,590,0.0,0.0,0.0,0.0,7.209999999999999,0.0,0,0.0
bendech01,Chief Bender,16,1903,1925,212.0,127.0,459.0,334.0,255.0,40.0,34.0,2645.0,823.0,40.0,712.0,1711.0,64.0,72.0,102.0,5.0,11928.0,109.0,1110.0,104.0,66.0,410.0,3017.0,2.455087835598276,0.6253687315634219,1.1126947298641034,7.890288365926417,0.11932383162081539,2.1239642028505137,5.104076897580377,2.4030898876404496,459,0.0,0.0,0.0,0.0,42.95,1953.0,Veterans,1.0
benesan01,Andy Benes,14,1989,2002,155.0,139.0,403.0,387.0,21.0,9.0,1.0,2377.0,1106.0,289.0,909.0,2000.0,52.0,63.0,55.0,16.0,10645.0,6.0,1206.0,102.0,74.0,144.0,2505.3333333333335,3.9731240021287917,0.5272108843537415,1.3116019159127195,8.538983501862692,1.0381852048962212,3.2654337413517824,7.184672698243746,2.2002200220022003,403,0.0,0.0,0.0,0.0,31.23,0.0,0,0.0
bengera01,Ray Benge,12,1925,1938,101.0,130.0,346.0,249.0,102.0,12.0,19.0,2177.0,941.0,132.0,598.0,655.0,76.0,14.0,30.0,0.0,8278.0,65.0,1108.0,117.0,62.0,161.0,1875.3333333333333,4.515997156061145,0.43722943722943725,1.4797369356558834,10.447742623533594,0.6334873800213295,2.8698897973693565,3.143441166014931,1.0953177257525084,346,0.0,0.0,0.0,0.0,14.889999999999999,0.0,0,0.0
